subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
WGZ23zZlZAAI	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	10	10	i assume it just gives out the same to whichever entity. 	49	1: male	none
2BhHHdcB0hp6	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	4	8	My thinking was that the energy coming from B was stronger because it pushed all the other entities away except for the bottom right one. In picture A they were all present so there was less to push them away.	28	1: male	no problems
iEI3fI752z2o	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	There is a specific amount of energy, therefore with (A) the amount is shared so I assumed it is shared equally (11 dots so chose rating/dot 3). In (B), all the energy is going directly to one so went for the highest rating.	39	1: male	NA
QGVE5JjElILQ	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	I assumed if C was on, then E would be on because of channel  influence.	31	1: male	NA
zCOol2qznP4e	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	5	The affect of 'C' onto 'E' is the same regardless of whether all 4 'E' entities are present or not. This is because of radial influence - it is the same in all directions if 'E' is at the same distance from 'C'. 	31	1: male	NA
aqkGRhIS2D0Z	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	1	1	in both the influences are both as far away from the cause as possible, meaning that it doesn't affect them as much	23	1: male	NA
taKZFHE23R61	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	9	4	I gace this rating based on the information you provided. It was my first initial though, based on what you have told us about C and how it influences.	27	2: female	NA
0FpIun7IFmH9	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	8	8	I have given the specific rating. Because I think a greater degree of activity or power can be exerted on one entity than four entities. As a result the activity level or power of an entity will be higher.	37	2: female	No, everything was fine. I did not encounter any errors during this study. Thank you and good luck to you.
Nhfrw8lSMXFy	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	8	I would think that when there are more entities to disperse energy around, the amount of energy going to each of the 4 will be less than if only one channel was open	31	1: male	none :)
rqibBLOkuiMN	5	1: I confirm	1: I will take it seriously	1	binary_radial	2	5	In scenario A I thought probability was smaller because there were 4 entities present. In scenario B I thought the chances are 50/50 because there was only one entity. 	39	2: female	There were no errors present 
XnuNSLRxi0qV	1	1: I confirm	1: I will take it seriously	3	cont_radial_unlimited	10	10	As energy is emitted radially and the intensity is the same in all directions there is no difference in the impact on each effect irrespective of how many effects are present at any one time	57	1: male	NA
RSBayD2M7mgf	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	10	I rated as very high as C has unlimited energy it can direct	59	1: male	NA
zTHl9fmTfDq4	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	3	"Because of the radial effect then the bottom right entity only receives a very small amount of energy.
The amount of energy each entity receives is not dependent on the number of entities so I scored each question the same."	60	1: male	NA
QTvBIBz2N1hm	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	0	10	In situation B cause C exerted all its energy into the bottom right effect entity. Whereas in situation A cause C divided its influences into 4 effect entities, which meant that the influence in the bottom right effect entities was much lower than in situation B. 	52	2: female	NA
Qf5UqdYJuczT	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	I based my assumption on an idea that the entity is human, with influence, one gets to decide how much an external factor can influence him or her thus, its a 50% chance that they allow themselves to be influenced or on	36	2: female	non
3GcswDuRCHLh	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	8	8	If C has unlimited energy, it should be able to power the bottom right E at the same level if it is the only E, or if all four E's are active.	44	1: male	Good study I had to reread about the strength of energy flow tho.
aQ2ClzqltGh5	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	6	0	there was not bottom left entitity in situation b there was only 1 on the right	29	2: female	NA
fuQWSJpc4WSV	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	Because they are both on, I don't think it matters if there's 4 or 1	40	2: female	none
PE9AJNXZHqxV	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	10	I think having more entites would split the influence therefore the single should have more.	33	1: male	Nothing
Ag1b1c0AHGao	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The state can only be on or off, if the bottom right entity is present in both scenarios then intuition would tell me that it is 100% on in both cases.	35	1: male	NA
uMTEQlyCE4y5	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	in situation A, the strength C emits is divided into four as its entity is equally being influenced. then in situation B, the strength C emits is only being utilized by 1 entity to the fullest	33	2: female	NA
7Vfc1Jt8Ner0	5	1: I confirm	1: I will take it seriously	1	binary_radial	8	8	The entities are present within the circle but does not explain what the strengths are. all entities are placed within the circle in the same positions on the edge of the circle.	32	2: female	no errors
dIWwaiv51ROm	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	5	5	I do not know the base amount of energy, so guessed in the middle	36	1: male	NA
BKmleKeIpVUS	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	The paragraph explained that the cause C was currently on. The left diagram had 4 E effects and the right, just one E.	48	2: female	None
OxOCHMnOderl	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	8	I feel that the strength had to be split 4 ways in situation A, whereas all the energy was focused on one entity in situation B, so it was emitting more energy	35	1: male	all was good :)
JXhnUxnA7TJz	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	6	9	A had 4 entities to effect so the energy of C was split between all 4.In B there was only 1 entity so it would have to take all the energy that C produced	55	1: male	no errors
9sC7VeaA2DA5	3	1: I confirm	1: I will take it seriously	4	cont_channel_unlimited	7	7	Situation A showed 4 equal entities and the design of Situation B was the same but the only one entity.  The influence appeared to be the same	55	2: female	NA
cnvbNYfp71a2	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	welle the the radial influence is definitely as illustrated, and the entity can either be on or off so if there was no influence then nether effect would be affected. with regards to the strength i believe that that it wouldn't differ whether the other effects are on or off	32	2: female	i did not experience any technical issues with this study, thank you
Hd9nanyU7dw8	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	8	Because the cause has a finite amount of energy, the second diagram, where only one effect entity is present must have more energy, as it does not have to be spread across other entities (as seen in diagram 1)	25	3: non-binary	NA
LC1oLRIfRnid	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	10	Since the bottom-right entity (E) in Situation B is alone, it would not share energy from causal entity (C), and thus have higher activity. In situation A, bottom-right entity (E) shares energy from causal entity (C) with three other effect entities (E), and thus have lower activity.	30	1: male	none
z6fJYGGIvw0h	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	10	10	I believe the same amount of energy given off by C is constant in all radius that it sends out. I believe in this case that equal amounts of energy will be sent to the entity regardless.	30	1: male	na
6gO3FzyjKIzM	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	I said there is a 50/50 chance that the bottom entities were on/off, because they don't really influence the cause, so even if they were on or off that wouldn't change the way the cause radically exerts its influence.	23	2: female	The program was easy to understand, I don't recall noticing any errors.
JCyt4RMm6Olp	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	7	7	Not full strength because it's a little distance from the cause entity. The same strength both times because the only thing that has changed is the lack of other entities in other directions. The lack of a receiving entity in other directions does not impact the amount the bottom-right entity can receive.	23	2: female	N/A
